イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,M:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.UseMauiApp``1(Microsoft.Maui.Hosting.MauiAppBuilder),,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,T:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions,,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,27,8,"M:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.ConfigureFonts(Microsoft.Maui.Hosting.MauiAppBuilder,System.Action{Microsoft.Maui.Hosting.IFontCollection})",,,,,"builder             .UseMauiApp<App>()             .UseMauiCommunityToolkit()             .UseMauiMTAdmob()             .ConfigureFonts(fonts =>             {                 fonts.AddFont(""MPLUS1p-Regular.ttf"", ""MPLUS1p-Regular"");                 fonts.AddFont(""fontello.ttf"", ""fontello"");             });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,26,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,26,8,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\MauiProgram.cs,26,8,M:Microsoft.Maui.Hosting.MauiApp.CreateBuilder(System.Boolean),,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\obj\Debug\net8.0-android\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator\App.xaml.sg.cs,21,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(App));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,56,T:Microsoft.Maui.ApplicationModel.AppTheme,,,,,AppTheme.Light
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,56,T:Microsoft.Maui.ApplicationModel.AppTheme,,,,,AppTheme.Light
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,56,F:Microsoft.Maui.ApplicationModel.AppTheme.Light,,,,,AppTheme.Light
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,40,T:Microsoft.Maui.ApplicationModel.AppTheme,,,,,AppTheme.Dark
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,40,T:Microsoft.Maui.ApplicationModel.AppTheme,,,,,AppTheme.Dark
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,40,F:Microsoft.Maui.ApplicationModel.AppTheme.Dark,,,,,AppTheme.Dark
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,8,T:Microsoft.Maui.Controls.Application,,,,,Current
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,8,T:Microsoft.Maui.Controls.Application,,,,,Current
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,8,P:Microsoft.Maui.Controls.Application.Current,,,,,Current
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,8,T:Microsoft.Maui.ApplicationModel.AppTheme,,,,,Current.UserAppTheme
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,83,8,P:Microsoft.Maui.Controls.Application.UserAppTheme,,,,,Current.UserAppTheme
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,76,42,M:Microsoft.Maui.Controls.Application.OnResume,,,,,base.OnResume()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,64,8,M:Microsoft.Maui.Controls.Application.OnSleep,,,,,base.OnSleep();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,57,41,M:Microsoft.Maui.Controls.Application.OnStart,,,,,base.OnStart()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,50,12,T:Microsoft.Maui.Storage.Preferences,,,,,"Preferences.Default.Set(""is_dark"", _isDark);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,50,12,T:Microsoft.Maui.Storage.IPreferences,,,,,"Preferences.Default.Set(""is_dark"", _isDark);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,50,12,P:Microsoft.Maui.Storage.Preferences.Default,,,,,"Preferences.Default.Set(""is_dark"", _isDark);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,32,8,T:Microsoft.Maui.Controls.Page,,,,,MainPage = new AppShell(viewModel);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,32,8,P:Microsoft.Maui.Controls.Application.MainPage,,,,,MainPage = new AppShell(viewModel);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,T:Microsoft.Maui.Storage.Preferences,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,T:Microsoft.Maui.Storage.IPreferences,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,P:Microsoft.Maui.Storage.Preferences.Default,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,19,4,M:Microsoft.Maui.Controls.Application.#ctor,,,,,"public App(AppShellViewModel viewModel, ILiteDbService liteDbService)     {         InitializeComponent();          // Configure AdMob global preferences         CrossMauiMTAdmob.Current.ComplyWithFamilyPolicies = true;         CrossMauiMTAdmob.Current.UseRestrictedDataProcessing = true;          _isDark = Preferences.Default.Get(""is_dark"", false);         SetTheme(_isDark);          _liteDbService = liteDbService;          MainPage = new AppShell(viewModel);     }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,32,8,T:Microsoft.Maui.Controls.Page,,,,,MainPage = new AppShell(viewModel);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,32,8,P:Microsoft.Maui.Controls.Application.MainPage,,,,,MainPage = new AppShell(viewModel);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,T:Microsoft.Maui.Storage.Preferences,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,T:Microsoft.Maui.Storage.IPreferences,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,27,8,P:Microsoft.Maui.Storage.Preferences.Default,,,,,"_isDark = Preferences.Default.Get(""is_dark"", false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,19,4,M:Microsoft.Maui.Controls.Application.#ctor,,,,,"public App(AppShellViewModel viewModel, ILiteDbService liteDbService)     {         InitializeComponent();          // Configure AdMob global preferences         CrossMauiMTAdmob.Current.ComplyWithFamilyPolicies = true;         CrossMauiMTAdmob.Current.UseRestrictedDataProcessing = true;          _isDark = Preferences.Default.Get(""is_dark"", false);         SetTheme(_isDark);          _liteDbService = liteDbService;          MainPage = new AppShell(viewModel);     }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMaker\CheckListMaker.csproj,File,CheckListMaker\App.xaml.cs,9,27,T:Microsoft.Maui.Controls.Application,,,,,Application
NuGet.0005,NuGet パッケージは非推奨です,Active,Optional,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  レコメンデーション：  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,プロジェクトのターゲット フレームワークを変更する必要がある,Active,Mandatory,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,,,,,,,,現在のターゲット フレームワーク: net8.0 推奨されるターゲット フレームワーク: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Easing,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Button element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,27,4,T:Microsoft.Maui.Controls.Button,,,,,"public static Task<bool> TextColorTo(this global::Microsoft.Maui.Controls.Button element, global::Microsoft.Maui.Graphics.Color color, uint rate = 16u, uint length = 250u, Easing? easing = null, CancellationToken token = default)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Button element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Button element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,75,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Button element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,75,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Button element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,75,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetAlphaTransformAnimation(Microsoft.Maui.Controls.Button element, float targetAlpha) => new(v => element.TextColor = element.TextColor.WithAlpha((float)v), element.TextColor.Alpha, targetAlpha);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Button element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Button element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Button element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,74,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Button element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,74,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.Button element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Button element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Button element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Button element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,73,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Button element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,73,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.Button element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,72,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Button element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,72,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Button element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,72,8,P:Microsoft.Maui.Controls.Button.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Button element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,72,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Button element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,72,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.Button element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CheckListMakerTest.Tests\CheckListMakerTest.Tests.csproj,File,CheckListMakerTest.Tests\obj\Debug\net8.0\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\ButtonTextColorTo.g.shared.cs,39,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
